gameid,venue,gameType,season,period_count,period_type,home_id,home_goals,home_sog,home_faceoffWinningPctg,home_powerPlayConversion,home_pim,home_hits,home_blocks,away_id,away_goals,away_sog,away_faceoffWinningPctg,away_powerPlayConversion,away_pim,away_hits,away_blocks
2023020228,Climate Pledge Arena,2,20232024,3,REG,55,1,19,0.47541,0/2,29,18,19,21,5,31,0.52459,2/6,13,19,15
2023020229,KeyBank Center,2,20232024,3,REG,7,2,34,0.480769,0/2,8,18,16,6,5,32,0.519231,1/3,6,17,10
2023020230,Nationwide Arena,2,20232024,3,REG,29,3,30,0.481481,0/4,2,18,22,5,5,41,0.518519,0/1,8,10,9
2023020231,Centre Bell,2,20232024,3,REG,8,1,35,0.5,0/4,6,18,9,20,2,29,0.5,0/3,8,13,20
2023020232,Capital One Arena,2,20232024,3,REG,15,3,31,0.309091,0/3,9,23,17,54,0,35,0.690909,0/2,14,11,7
2023020233,American Airlines Center,2,20232024,4,OT,25,4,36,0.618182,1/4,4,15,8,53,3,26,0.381818,1/2,8,19,23
2023020234,Bridgestone Arena,2,20232024,3,REG,18,2,30,0.5,1/5,16,13,10,24,3,20,0.5,0/3,30,25,20
2023020235,Enterprise Center,2,20232024,3,REG,19,5,29,0.54902,0/0,4,19,26,14,0,30,0.45098,0/2,0,17,12
2023020236,Canada Life Centre,2,20232024,3,REG,52,6,31,0.47541,2/4,19,16,21,1,3,34,0.52459,2/5,17,24,10
2023020237,SAP Center at San Jose,2,20232024,3,REG,28,3,22,0.545455,1/3,6,19,22,13,5,31,0.454545,2/3,6,16,5
2023020238,PNC Arena,2,20232024,3,REG,12,1,32,0.455882,0/3,2,14,8,4,3,24,0.544118,0/1,6,10,30
2023020239,Rogers Place,2,20232024,4,OT,22,4,31,0.5,0/3,12,20,22,55,3,35,0.5,0/5,8,30,13
2023020240,Ball Arena,2,20232024,3,REG,21,8,38,0.45,1/4,8,17,10,24,2,17,0.55,0/4,10,28,6
2023020241,Rogers Arena,2,20232024,4,OT,23,4,43,0.565217,3/6,4,31,14,2,3,33,0.434783,2/2,12,24,17
2023020242,Avicii Arena,2,20232024,4,OT,9,5,34,0.4375,1/6,6,20,14,17,4,41,0.5625,0/3,12,37,9
2023020243,Nationwide Arena,2,20232024,3,REG,29,2,41,0.534483,0/3,4,17,12,53,3,32,0.465517,1/2,6,10,27
2023020244,Centre Bell,2,20232024,3,REG,8,5,28,0.514706,0/3,14,23,26,54,6,42,0.485294,3/7,6,29,13
2023020245,PPG Paints Arena,2,20232024,3,REG,5,2,23,0.428571,0/3,2,22,11,1,5,31,0.571429,0/1,6,21,10
2023020246,United Center,2,20232024,3,REG,16,2,14,0.586207,1/2,13,25,10,14,4,32,0.413793,1/3,11,28,14
2023020247,Scotiabank Saddledome,2,20232024,3,REG,20,5,39,0.483871,0/2,10,23,15,23,2,22,0.516129,1/3,8,26,22
2023020248,Climate Pledge Arena,2,20232024,5,SO,55,4,32,0.5,3/4,12,15,21,2,3,23,0.5,2/5,10,15,11
2023020249,Crypto.com Arena,2,20232024,3,REG,26,2,27,0.542373,1/2,12,24,22,13,1,31,0.457627,0/5,6,33,18
2023020250,SAP Center at San Jose,2,20232024,3,REG,28,5,35,0.532258,0/1,8,14,21,19,1,45,0.467742,0/4,2,9,7
2023020251,Avicii Arena,2,20232024,3,REG,17,2,29,0.444444,0/4,10,22,17,10,3,29,0.555556,1/3,12,12,20
2023020252,Canada Life Centre,2,20232024,3,REG,52,3,18,0.519231,0/4,4,26,17,7,2,28,0.480769,0/2,8,23,12
2023020253,Honda Center,2,20232024,3,REG,24,1,35,0.460317,1/3,8,24,29,13,2,35,0.539683,0/4,6,22,12
2023020254,Avicii Arena,2,20232024,5,SO,9,2,31,0.603774,0/4,13,10,17,30,1,25,0.396226,0/4,13,24,22
2023020255,Wells Fargo Center,2,20232024,4,OT,4,4,38,0.509434,2/4,10,26,26,54,3,31,0.490566,1/4,23,21,26
2023020256,Bridgestone Arena,2,20232024,3,REG,18,4,31,0.561404,1/3,4,30,14,16,2,31,0.438596,0/2,6,31,9
2023020257,Amalie Arena,2,20232024,3,REG,14,6,24,0.576271,2/4,17,27,16,22,4,42,0.423729,0/5,15,18,12
2023020258,TD Garden,2,20232024,3,REG,6,5,44,0.5,2/5,6,30,12,8,2,22,0.5,0/2,12,27,12
2023020259,PNC Arena,2,20232024,3,REG,12,4,34,0.474576,1/3,4,18,14,5,2,28,0.525424,0/2,6,9,12
2023020260,Scotiabank Saddledome,2,20232024,5,SO,20,4,39,0.442308,0/3,6,25,17,2,5,33,0.557692,1/3,6,24,22
2023020261,Prudential Center,2,20232024,3,REG,1,3,33,0.468085,1/1,6,33,16,3,5,35,0.531915,1/3,2,28,19
2023020262,Canada Life Centre,2,20232024,3,REG,52,5,26,0.483871,0/1,9,22,21,53,2,18,0.516129,0/2,7,19,7
2023020263,Capital One Arena,2,20232024,3,REG,15,4,26,0.5,0/2,8,20,19,29,3,36,0.5,0/3,6,18,16
2023020264,American Airlines Center,2,20232024,3,REG,25,3,28,0.603774,1/4,8,19,14,21,6,38,0.396226,1/4,8,27,13
2023020265,Rogers Arena,2,20232024,3,REG,23,3,24,0.44898,0/2,6,34,10,55,4,26,0.55102,0/3,4,29,17
2023020266,Crypto.com Arena,2,20232024,3,REG,26,5,31,0.4375,1/2,6,16,22,19,1,30,0.5625,0/3,4,27,15
2023020267,Avicii Arena,2,20232024,4,OT,30,3,36,0.390625,0/3,4,22,18,10,4,25,0.609375,1/2,6,14,16
2023020268,Wells Fargo Center,2,20232024,3,REG,4,5,27,0.5,1/4,17,14,18,29,2,22,0.5,0/5,15,25,14
2023020269,PPG Paints Arena,2,20232024,3,REG,5,3,32,0.61194,0/2,6,19,17,54,0,38,0.38806,0/3,4,20,21
2023020270,United Center,2,20232024,3,REG,16,2,26,0.45098,0/3,6,14,9,7,3,20,0.54902,1/3,6,17,13
2023020271,Honda Center,2,20232024,3,REG,24,1,31,0.408163,0/2,12,16,10,19,3,32,0.591837,1/6,4,8,13
2023020272,Amerant Bank Arena,2,20232024,3,REG,13,5,33,0.577465,1/4,17,30,16,22,3,29,0.422535,0/3,29,22,15
2023020273,Amalie Arena,2,20232024,4,OT,14,5,47,0.55,1/6,6,33,10,6,4,27,0.45,0/2,14,21,23
2023020274,American Airlines Center,2,20232024,3,REG,25,6,36,0.534483,1/3,8,16,11,3,3,33,0.465517,1/4,6,22,21
2023020275,Bridgestone Arena,2,20232024,3,REG,18,4,30,0.565217,0/4,10,31,10,21,3,29,0.434783,1/4,8,26,23
2023020276,Mullett Arena,2,20232024,3,REG,53,1,31,0.444444,0/6,23,24,11,26,4,25,0.555556,0/4,17,20,15
2023020277,Climate Pledge Arena,2,20232024,4,OT,55,3,31,0.539683,0/2,4,26,11,20,4,31,0.460317,1/2,4,23,20
2023020278,Rogers Arena,2,20232024,3,REG,23,3,37,0.574468,0/3,7,21,16,28,1,28,0.425532,1/3,6,24,18
2023020279,PNC Arena,2,20232024,3,REG,12,6,27,0.438596,0/5,8,16,18,22,3,23,0.561404,1/4,10,12,19
2023020280,Nationwide Arena,2,20232024,3,REG,29,7,26,0.5,1/3,8,11,18,16,3,36,0.5,0/4,6,22,11
2023020281,Little Caesars Arena,2,20232024,3,REG,17,4,28,0.5,1/4,4,18,20,1,0,16,0.5,0/2,8,29,8
2023020282,Amerant Bank Arena,2,20232024,3,REG,13,1,28,0.372549,0/2,13,30,13,6,3,25,0.627451,0/3,13,20,23
2023020283,PPG Paints Arena,2,20232024,3,REG,5,0,32,0.52459,0/5,6,14,14,3,1,36,0.47541,0/3,10,22,25
2023020284,Amalie Arena,2,20232024,4,OT,14,2,33,0.52381,1/1,4,28,10,52,3,32,0.47619,1/2,2,27,22
2023020285,Capital One Arena,2,20232024,4,OT,15,4,30,0.470588,0/2,11,22,20,7,3,27,0.529412,1/3,9,13,12
2023020286,UBS Arena,2,20232024,3,REG,2,3,25,0.59322,0/2,4,18,26,4,2,36,0.40678,0/1,6,24,14
2023020287,Mullett Arena,2,20232024,3,REG,53,5,25,0.387097,0/2,18,14,13,19,6,31,0.612903,0/3,6,17,15
2023020288,Bridgestone Arena,2,20232024,3,REG,18,4,45,0.471429,1/5,18,15,13,20,2,26,0.528571,0/4,20,22,14
2023020289,American Airlines Center,2,20232024,4,OT,25,1,32,0.568966,0/3,8,21,9,54,2,26,0.431034,1/4,6,27,19
2023020290,Honda Center,2,20232024,3,REG,24,3,33,0.508475,1/1,8,33,14,8,4,28,0.491525,0/3,4,22,15
2023020291,Ball Arena,2,20232024,3,REG,21,5,25,0.428571,1/4,21,13,13,23,2,29,0.571429,0/3,10,12,23
2023020292,Climate Pledge Arena,2,20232024,3,REG,55,7,30,0.519231,1/3,9,14,12,28,1,14,0.480769,0/2,11,41,24
2023020293,TD Garden,2,20232024,3,REG,6,2,27,0.507937,1/3,12,22,8,17,5,28,0.492063,2/6,6,14,13
2023020294,Wells Fargo Center,2,20232024,3,REG,4,1,37,0.464286,0/6,16,24,13,3,3,19,0.535714,0/2,34,15,14
2023020295,United Center,2,20232024,4,OT,16,4,34,0.408163,0/3,8,22,19,10,3,37,0.591837,0/2,10,17,20
2023020296,Prudential Center,2,20232024,3,REG,1,1,38,0.5,0/2,6,29,16,29,2,28,0.5,0/3,4,23,22
2023020297,Enterprise Center,2,20232024,3,REG,19,3,39,0.693878,1/4,15,20,8,18,8,35,0.306122,1/5,13,11,17
2023020298,Capital One Arena,2,20232024,3,REG,15,0,25,0.433962,0/5,8,26,13,22,5,35,0.566038,3/4,10,17,9
2023020299,Honda Center,2,20232024,3,REG,24,2,31,0.509091,1/2,19,25,11,26,5,31,0.490909,2/3,17,26,12
2023020300,SAP Center at San Jose,2,20232024,5,SO,28,2,33,0.4375,1/2,4,23,19,8,3,24,0.5625,0/2,4,13,15
2023020301,KeyBank Center,2,20232024,3,REG,7,3,34,0.507937,1/4,8,21,12,5,2,33,0.492063,0/2,12,24,12
2023020302,Canadian Tire Centre,2,20232024,3,REG,9,3,31,0.409836,1/3,2,28,17,2,5,26,0.590164,1/1,6,31,31
2023020303,PNC Arena,2,20232024,3,REG,12,2,24,0.589286,1/6,22,10,6,14,8,14,0.410714,4/5,34,22,18
2023020304,Amerant Bank Arena,2,20232024,3,REG,13,0,33,0.59322,0/2,25,19,9,52,3,31,0.40678,0/2,15,13,23
2023020305,American Airlines Center,2,20232024,3,REG,25,4,28,0.442308,1/3,6,13,19,20,7,27,0.557692,0/3,6,25,9
2023020306,Xcel Energy Center,2,20232024,3,REG,30,2,21,0.5,1/5,14,11,18,21,3,25,0.5,1/6,12,13,9
2023020307,Climate Pledge Arena,2,20232024,3,REG,55,1,24,0.491228,0/4,19,24,13,23,5,27,0.508772,0/2,13,23,21
2023020308,Madison Square Garden,2,20232024,3,REG,3,7,40,0.585714,1/3,6,26,17,6,4,31,0.414286,1/3,6,18,13
2023020309,Crypto.com Arena,2,20232024,3,REG,26,4,30,0.4,0/2,6,19,15,8,0,18,0.6,0/3,4,27,17
2023020310,Prudential Center,2,20232024,3,REG,1,7,37,0.571429,1/1,6,42,9,7,2,12,0.428571,2/2,4,16,19
2023020311,PPG Paints Arena,2,20232024,3,REG,5,3,35,0.459016,0/3,6,16,21,10,2,33,0.540984,0/3,6,11,21
2023020312,UBS Arena,2,20232024,5,SO,2,0,25,0.5625,0/3,2,24,23,4,1,40,0.4375,0/1,6,27,26
2023020313,Ball Arena,2,20232024,3,REG,21,3,24,0.525424,1/4,10,16,19,20,1,30,0.474576,0/4,10,20,13
2023020314,SAP Center at San Jose,2,20232024,3,REG,28,4,22,0.507937,1/1,22,16,24,23,3,33,0.492063,2/4,16,20,15
2023020315,T-Mobile Arena,2,20232024,3,REG,54,0,34,0.630435,0/5,6,19,15,53,2,18,0.369565,0/2,12,19,17
2023020316,Little Caesars Arena,2,20232024,3,REG,17,4,23,0.473684,2/5,14,13,13,30,1,38,0.526316,1/5,14,13,21
2023020317,United Center,2,20232024,3,REG,16,2,33,0.529412,0/2,4,18,4,19,4,28,0.470588,1/2,4,24,21
2023020318,PNC Arena,2,20232024,3,REG,12,3,43,0.553571,0/2,0,13,11,29,2,23,0.446429,0/0,4,25,28
2023020319,Bridgestone Arena,2,20232024,3,REG,18,3,26,0.5,1/2,4,29,13,52,2,34,0.5,1/2,4,36,11
2023020320,Rogers Place,2,20232024,3,REG,22,8,26,0.490566,2/6,6,28,15,24,2,23,0.509434,0/3,12,40,15
2023020321,Nationwide Arena,2,20232024,3,REG,29,5,40,0.5,1/5,4,18,11,6,2,33,0.5,0/2,10,14,20
2023020322,Madison Square Garden,2,20232024,3,REG,3,1,26,0.723404,1/3,4,23,16,7,5,39,0.276596,0/2,6,15,18
2023020323,Canadian Tire Centre,2,20232024,3,REG,9,0,20,0.548387,0/6,84,32,17,13,5,37,0.451613,3/7,83,28,12
2023020324,Ball Arena,2,20232024,3,REG,21,4,23,0.516667,1/5,26,21,18,14,1,39,0.483333,0/3,40,14,12
2023020325,Scotiabank Saddledome,2,20232024,4,OT,20,2,34,0.545455,0/3,6,30,10,54,1,28,0.454545,1/3,6,21,26
2023020326,SAP Center at San Jose,2,20232024,3,REG,28,2,23,0.5,1/3,6,22,13,15,1,34,0.5,0/3,6,22,13
2023020327,Prudential Center,2,20232024,3,REG,1,5,33,0.603774,1/4,13,25,5,2,4,26,0.396226,1/4,13,25,22
2023020328,Wells Fargo Center,2,20232024,3,REG,4,1,29,0.518519,0/2,4,11,25,12,4,36,0.481481,0/2,4,9,15
2023020329,Scotiabank Arena,2,20232024,5,SO,10,2,32,0.527273,0/6,11,44,25,13,1,39,0.472727,0/3,17,46,13
2023020330,Xcel Energy Center,2,20232024,3,REG,30,3,37,0.423729,0/1,8,16,25,19,1,24,0.576271,0/4,2,14,13
2023020331,Bridgestone Arena,2,20232024,4,OT,18,3,25,0.529412,0/3,9,33,8,5,2,31,0.470588,0/2,11,16,16
2023020332,Canada Life Centre,2,20232024,3,REG,52,0,27,0.5,0/4,4,22,17,25,2,21,0.5,0/2,8,16,15
2023020333,United Center,2,20232024,3,REG,16,4,23,0.5,0/3,14,15,23,55,3,36,0.5,0/5,10,14,13
2023020334,Mullett Arena,2,20232024,3,REG,53,3,27,0.5,0/2,9,18,24,14,1,31,0.5,0/2,9,22,9
2023020335,Rogers Place,2,20232024,5,SO,22,5,34,0.522388,1/3,12,31,21,54,4,27,0.477612,0/5,8,31,21
2023020336,Rogers Arena,2,20232024,3,REG,23,3,27,0.543478,1/4,8,27,12,24,1,31,0.456522,1/3,10,35,13
2023020337,Nationwide Arena,2,20232024,3,REG,29,2,28,0.486486,0/1,2,25,18,8,4,31,0.513514,0/0,4,21,12
2023020338,Madison Square Garden,2,20232024,3,REG,3,3,41,0.66,0/2,14,18,15,17,2,27,0.34,1/5,8,8,25
2023020339,Crypto.com Arena,2,20232024,3,REG,26,1,39,0.6,0/3,0,20,10,15,2,15,0.4,0/0,6,26,18
2023020340,TD Garden,2,20232024,3,REG,6,3,37,0.527273,1/4,22,22,12,28,0,26,0.472727,0/5,20,33,9
2023020341,PNC Arena,2,20232024,4,OT,12,4,43,0.460317,0/3,8,15,10,2,5,16,0.539683,1/4,6,22,31
2023020342,Little Caesars Arena,2,20232024,3,REG,17,5,29,0.574468,2/4,18,12,15,16,1,35,0.425532,1/3,10,13,6
2023020343,Centre Bell,2,20232024,3,REG,8,1,22,0.574074,0/6,13,17,15,13,5,29,0.425926,1/4,17,18,13
2023020344,Wells Fargo Center,2,20232024,4,OT,4,3,47,0.47619,2/6,23,18,15,1,4,35,0.52381,1/5,12,11,14
2023020345,Amalie Arena,2,20232024,3,REG,14,2,41,0.377778,1/2,2,15,18,5,4,29,0.622222,0/1,4,24,16
2023020346,Scotiabank Arena,2,20232024,5,SO,10,4,28,0.610169,1/3,12,20,22,55,3,40,0.389831,1/5,8,27,14
2023020347,Bridgestone Arena,2,20232024,3,REG,18,1,27,0.596154,0/4,17,37,9,30,6,31,0.403846,1/4,17,23,14
2023020348,Enterprise Center,2,20232024,3,REG,19,6,20,0.491525,1/2,6,16,12,7,4,46,0.508475,0/3,4,6,6
2023020349,Canada Life Centre,2,20232024,3,REG,52,1,26,0.290323,1/3,4,24,18,22,3,39,0.709677,1/2,6,23,8
2023020350,Mullett Arena,2,20232024,4,OT,53,4,32,0.422222,1/3,11,18,17,21,3,31,0.577778,2/3,11,26,15
2023020351,Scotiabank Saddledome,2,20232024,4,OT,20,4,36,0.4,0/2,0,15,23,25,3,16,0.6,0/0,4,18,21
2023020352,Honda Center,2,20232024,3,REG,24,4,32,0.548387,0/5,16,15,13,15,5,26,0.451613,2/6,14,14,19
2023020353,Rogers Arena,2,20232024,3,REG,23,1,22,0.391304,0/3,6,22,9,54,4,44,0.608696,1/3,6,25,14
2023020354,Nationwide Arena,2,20232024,3,REG,29,4,23,0.442308,2/2,10,26,17,9,2,43,0.557692,1/5,4,23,11
2023020355,Prudential Center,2,20232024,3,REG,1,3,47,0.548387,1/2,0,18,10,28,6,18,0.451613,0/0,4,29,31
2023020356,American Airlines Center,2,20232024,3,REG,25,8,34,0.45,2/2,12,13,10,14,1,33,0.55,1/6,4,34,9
2023020357,Canada Life Centre,2,20232024,3,REG,52,3,28,0.52,1/4,4,22,14,16,1,21,0.48,0/2,8,30,16
2023020358,Bridgestone Arena,2,20232024,3,REG,18,3,40,0.424242,1/4,4,35,16,3,4,25,0.575758,1/2,8,30,19
2023020359,Amerant Bank Arena,2,20232024,3,REG,13,3,45,0.59375,0/2,4,23,19,2,4,27,0.40625,1/2,4,27,25
2023020360,PNC Arena,2,20232024,3,REG,12,6,37,0.54386,2/2,19,14,8,7,2,22,0.45614,0/5,13,24,16
2023020361,Centre Bell,2,20232024,4,OT,8,4,30,0.57377,1/5,8,19,14,17,5,33,0.42623,1/4,10,18,21
2023020362,Canadian Tire Centre,2,20232024,3,REG,9,2,28,0.5,0/3,6,18,23,55,0,39,0.5,0/3,6,18,8
2023020363,PPG Paints Arena,2,20232024,5,SO,5,3,32,0.617647,0/5,8,24,11,4,4,33,0.382353,1/4,10,39,26
2023020364,Scotiabank Arena,2,20232024,4,OT,10,3,40,0.540984,0/1,2,42,19,6,4,37,0.459016,0/1,2,44,17
2023020365,Mullett Arena,2,20232024,3,REG,53,4,22,0.6,1/2,8,16,19,19,1,32,0.4,0/3,6,27,7
2023020366,Honda Center,2,20232024,5,SO,24,4,37,0.550725,2/3,6,25,21,21,3,37,0.449275,0/3,6,20,13
2023020367,Scotiabank Saddledome,2,20232024,3,REG,20,3,24,0.474576,2/5,8,20,10,23,4,22,0.525424,0/4,10,18,18
2023020368,T-Mobile Arena,2,20232024,3,REG,54,4,36,0.416667,1/4,4,25,22,15,1,22,0.583333,0/1,10,21,9
2023020369,Xcel Energy Center,2,20232024,3,REG,30,4,34,0.462963,2/3,6,21,9,16,1,29,0.537037,1/3,6,31,18
2023020370,Madison Square Garden,2,20232024,3,REG,3,6,36,0.535714,1/3,4,22,14,28,5,28,0.464286,1/2,6,23,17
2023020371,TD Garden,2,20232024,3,REG,6,3,28,0.510638,2/6,8,28,15,29,1,25,0.489362,0/4,12,20,21
2023020372,KeyBank Center,2,20232024,3,REG,7,1,35,0.407407,0/0,4,19,14,18,2,29,0.592593,0/1,2,25,12
2023020373,Crypto.com Arena,2,20232024,3,REG,26,4,38,0.538462,0/1,4,13,17,21,1,21,0.461538,0/2,2,16,18
2023020374,Wells Fargo Center,2,20232024,4,OT,4,2,33,0.557692,0/1,6,26,12,5,1,32,0.442308,0/3,2,9,13
2023020375,Amalie Arena,2,20232024,3,REG,14,4,23,0.403846,0/2,4,23,24,25,0,25,0.596154,0/2,4,20,13
2023020376,Centre Bell,2,20232024,3,REG,8,4,30,0.541667,1/1,4,16,21,55,2,33,0.458333,1/2,2,26,6
2023020377,Canada Life Centre,2,20232024,3,REG,52,2,22,0.482143,0/1,6,22,18,12,1,43,0.517857,0/3,2,11,10
2023020378,Mullett Arena,2,20232024,3,REG,53,6,27,0.553571,2/4,10,17,21,15,0,26,0.446429,0/4,10,21,12
2023020379,T-Mobile Arena,2,20232024,4,OT,54,1,34,0.490566,1/3,2,23,23,19,2,27,0.509434,0/1,6,16,17
2023020380,KeyBank Center,2,20232024,3,REG,7,3,32,0.47541,2/5,8,18,9,17,5,27,0.52459,1/4,10,16,18
2023020381,Nationwide Arena,2,20232024,4,OT,29,3,29,0.491228,1/1,4,17,12,26,4,39,0.508772,0/2,2,15,17
2023020382,Canadian Tire Centre,2,20232024,3,REG,9,6,36,0.442623,0/3,13,15,9,3,2,35,0.557377,1/4,11,18,19
2023020383,UBS Arena,2,20232024,4,OT,2,4,39,0.507042,2/3,4,21,20,28,5,37,0.492958,0/2,6,17,17
2023020384,United Center,2,20232024,5,SO,16,3,28,0.511628,0/2,4,11,18,18,4,30,0.488372,1/2,4,22,16
2023020385,Scotiabank Saddledome,2,20232024,3,REG,20,2,30,0.590909,0/3,13,28,16,30,5,29,0.409091,1/3,13,16,19
2023020386,Ball Arena,2,20232024,3,REG,21,3,30,0.538462,0/3,6,18,18,24,2,33,0.461538,1/3,6,21,15
2023020387,Rogers Arena,2,20232024,3,REG,23,5,33,0.442623,1/4,4,33,14,1,6,32,0.557377,1/2,8,27,6
2023020388,Amerant Bank Arena,2,20232024,3,REG,13,5,31,0.440678,1/1,10,20,12,25,4,33,0.559322,2/4,4,23,15
2023020389,Amalie Arena,2,20232024,3,REG,14,3,27,0.407407,2/4,8,15,27,5,1,25,0.592593,0/4,8,21,10
2023020390,Enterprise Center,2,20232024,3,REG,19,3,29,0.515625,0/3,16,26,17,54,6,49,0.484375,2/8,6,12,20
2023020391,Rogers Place,2,20232024,3,REG,22,6,34,0.529412,0/1,4,21,17,12,1,39,0.470588,0/2,2,25,7
2023020392,TD Garden,2,20232024,3,REG,6,1,32,0.5,0/1,6,34,11,7,3,35,0.5,0/3,2,33,20
2023020393,Little Caesars Arena,2,20232024,4,OT,17,5,31,0.59375,0/2,6,19,16,28,6,36,0.40625,0/2,6,15,10
2023020394,Centre Bell,2,20232024,3,REG,8,0,24,0.603448,0/3,9,16,9,26,4,42,0.396552,1/1,13,22,18
2023020395,Canadian Tire Centre,2,20232024,3,REG,9,3,41,0.428571,0/2,2,18,21,10,4,22,0.571429,0/1,4,30,22
2023020396,Capital One Arena,2,20232024,5,SO,15,4,27,0.440678,1/3,2,26,24,25,5,38,0.559322,1/1,8,15,16
2023020397,UBS Arena,2,20232024,3,REG,2,7,36,0.460317,1/2,2,21,22,29,3,35,0.539683,0/1,4,21,14
2023020398,Bridgestone Arena,2,20232024,3,REG,18,5,30,0.472727,2/3,13,22,15,14,1,33,0.527273,0/4,23,19,16
2023020399,United Center,2,20232024,3,REG,16,1,25,0.471698,1/4,6,13,20,24,0,37,0.528302,0/3,8,19,7
2023020400,Mullett Arena,2,20232024,3,REG,53,1,26,0.433962,0/3,0,19,9,4,4,26,0.566038,0/0,6,22,23
2023020401,Scotiabank Saddledome,2,20232024,3,REG,20,3,27,0.454545,0/3,2,19,19,12,2,30,0.545455,0/1,6,24,11
2023020402,Ball Arena,2,20232024,3,REG,21,2,34,0.521739,0/4,2,12,15,52,4,28,0.478261,0/1,8,14,12
2023020403,Climate Pledge Arena,2,20232024,3,REG,55,1,38,0.490909,0/2,6,30,11,1,2,17,0.509091,0/3,4,19,16
2023020404,Rogers Arena,2,20232024,3,REG,23,2,17,0.515625,0/2,12,26,22,30,0,26,0.484375,0/1,14,17,11
2023020405,Nationwide Arena,2,20232024,3,REG,29,5,22,0.557377,1/2,8,19,17,19,2,43,0.442623,0/3,6,12,8
2023020406,Amerant Bank Arena,2,20232024,3,REG,13,3,33,0.526316,0/2,6,31,13,5,1,26,0.473684,0/3,4,28,20
2023020407,Rogers Place,2,20232024,3,REG,22,4,40,0.519231,2/4,6,17,15,30,3,20,0.480769,0/2,10,24,16
2023020408,TD Garden,2,20232024,3,REG,6,5,29,0.7,1/3,10,25,17,53,3,33,0.3,0/5,6,20,11
2023020409,Scotiabank Saddledome,2,20232024,3,REG,20,2,25,0.46,0/0,4,14,19,1,4,30,0.54,0/2,0,22,16
2023020410,American Airlines Center,2,20232024,3,REG,25,1,20,0.488889,0/3,4,19,10,54,6,27,0.511111,0/2,6,22,16
2023020411,KeyBank Center,2,20232024,5,SO,7,2,48,0.433962,0/5,24,25,9,8,3,31,0.566038,1/4,17,16,15
2023020412,Little Caesars Arena,2,20232024,3,REG,17,1,31,0.402985,1/5,18,15,18,9,5,37,0.597015,2/6,17,13,15
2023020413,Scotiabank Arena,2,20232024,3,REG,10,4,37,0.557692,1/5,11,31,15,18,0,18,0.442308,0/3,15,36,16
2023020414,Capital One Arena,2,20232024,3,REG,15,4,29,0.603448,0/3,7,19,12,3,0,31,0.396552,0/1,11,21,9
2023020415,UBS Arena,2,20232024,4,OT,2,3,30,0.482759,0/4,15,28,21,26,2,35,0.517241,1/5,13,22,11
2023020416,United Center,2,20232024,3,REG,16,3,24,0.553571,0/3,11,20,16,19,1,39,0.446429,0/3,11,18,10
2023020417,Ball Arena,2,20232024,3,REG,21,2,38,0.451613,0/2,2,22,12,4,5,34,0.548387,0/1,4,23,23
2023020418,Climate Pledge Arena,2,20232024,4,OT,55,3,29,0.403509,1/5,6,25,14,14,4,30,0.596491,0/2,12,18,22
2023020419,Rogers Arena,2,20232024,3,REG,23,4,24,0.474576,0/3,10,27,18,12,3,24,0.525424,1/5,6,13,5
2023020420,Nationwide Arena,2,20232024,3,REG,29,2,19,0.510204,0/2,39,21,20,13,5,35,0.489796,1/2,16,11,15
2023020421,Rogers Place,2,20232024,3,REG,22,4,30,0.491803,1/3,8,21,22,1,1,26,0.508197,0/4,6,14,11
2023020422,United Center,2,20232024,3,REG,16,2,34,0.603774,0/6,6,18,15,15,4,27,0.396226,0/3,32,19,15
2023020423,Centre Bell,2,20232024,3,REG,8,1,37,0.555556,0/5,8,33,15,18,2,32,0.444444,1/2,12,34,12
2023020424,Madison Square Garden,2,20232024,3,REG,3,4,27,0.627451,2/5,22,24,10,26,1,26,0.372549,1/3,26,17,12
2023020425,Honda Center,2,20232024,3,REG,24,2,26,0.534483,1/2,28,17,15,52,4,31,0.465517,0/5,9,14,13
2023020426,Climate Pledge Arena,2,20232024,3,REG,55,0,24,0.65,0/3,4,11,23,30,3,26,0.35,0/2,6,16,25
2023020427,T-Mobile Arena,2,20232024,5,SO,54,5,27,0.370968,1/4,6,32,16,28,4,38,0.629032,1/3,8,27,16
2023020428,KeyBank Center,2,20232024,3,REG,7,5,38,0.581818,0/2,6,21,9,53,2,23,0.418182,0/3,4,27,11
2023020429,UBS Arena,2,20232024,4,OT,2,4,29,0.464286,0/1,2,22,16,10,3,40,0.535714,1/1,2,21,11
2023020430,American Airlines Center,2,20232024,3,REG,25,6,35,0.586207,2/4,8,4,11,17,3,30,0.413793,1/4,10,10,21
2023020431,Ball Arena,2,20232024,3,REG,21,6,38,0.528571,1/4,6,13,12,20,5,32,0.471429,0/2,10,22,31
2023020432,Madison Square Garden,2,20232024,3,REG,3,3,31,0.472727,1/2,10,25,10,10,7,30,0.527273,1/3,8,14,19
2023020433,Canadian Tire Centre,2,20232024,3,REG,9,1,32,0.473684,0/4,20,21,15,12,4,28,0.526316,2/2,12,11,15
2023020434,PPG Paints Arena,2,20232024,3,REG,5,4,43,0.62069,2/5,12,25,18,53,2,21,0.37931,2/5,10,22,16
2023020435,Bridgestone Arena,2,20232024,4,OT,18,3,22,0.557692,0/3,13,33,11,4,2,39,0.442308,0/4,11,23,23
2023020436,Enterprise Center,2,20232024,3,REG,19,4,37,0.470588,0/3,10,17,8,17,6,32,0.529412,1/5,6,10,15
